,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
398,1c20e4393f8f6516d042673252583f03,303 VERNON AVENUE,1060,MYRTLE AVENUE,1060 MYRTLE AVENUE,BROOKLYN,Brooklyn,3,11206.0,40.696062216,-73.9398710317,1000923.5935799999,192876.410065,3042881,3015850001,303,36,28300,BK35,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CASE MANAGEMENT/ REFERRAL SERVICES,0,,,Public,NYC Housing Authority,NYCHA,City,NYC Housing Authority,NYCHA,nycha_communitycenters,HEALTH AND HUMAN SERVICES,16.0,79,Local
437,3a52b1b2a96ec98e7d4e1d754068a4cc,335 EAST 111TH ST,335,EAST 111 STREET,335 EAST 111 STREET,NEW YORK,Manhattan,1,10029.0,40.7931266876,-73.9380747898,1001396.6866299999,228240.43907399997,1052877,1016830018,111,8,18000,MN34,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - JOBS PLUS,0,,,Public,NYC Housing Authority,NYCHA,City,NYC Housing Authority,NYCHA,nycha_communitycenters,HEALTH AND HUMAN SERVICES,4.0,23,Local
463,b98b084c3acd8f45339d327e1ccfe4af,35TH STREET HEALTH CENTER,,,,NEW YORK,Manhattan,1,10018.0,40.752907,-73.992867,986226.2745350001,213581.081065,0,0,105,3,10900,MN17,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"Damian Family Care Centers, Inc.",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,2.0,14,Regional
596,c0ee1ffc088e915a9d329182b8733aca,572 WARREN ST,565,BALTIC STREET,565 BALTIC STREET,BROOKLYN,Brooklyn,3,11217.0,40.6816150708,-73.9825220293,989097.642627,187607.65387,3006388,3004010001,306,33,12700,BK38,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CHILD CARE,0,,,Public,NYC Housing Authority,NYCHA,City,NYC Housing Authority,NYCHA,nycha_communitycenters,HEALTH AND HUMAN SERVICES,13.0,78,Local
701,82f4143bd90bc0f0b14c3498b22a1bac,7TH AVENUE FAMILY HEATLH CENTER AT NYU LANGONE,,,,BROOKLYN,Brooklyn,3,11220.0,40.642390999999996,-74.006058,982568.7812280001,173316.799165,0,0,307,38,9800,BK34,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,0,,,Non-public,NYU Langone Hospitals,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,15.0,72,Regional
725,fc70f32981b724c4cc2e5ef6dc2e38a5,850 GRAND ST CAMPUS HIGH SCHOOL,,,,BROOKLYN,Brooklyn,3,11206.0,40.711045,-73.93899499999999,1001162.7131,198335.25301400002,0,3030160001,301,34,48500,BK78,HEALTH CARE,HOSPITALS AND CLINICS,SCHOOL BASED DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Public,NYC Health and Hospitals Corporation,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,14.0,90,Regional
797,b757d775403e9317294b4ad094640d30,A MERRYLAND HEALTH CENTER,,,,BROOKLYN,Brooklyn,3,11224.0,40.576527,-73.985085,988393.302957,149321.127381,0,0,313,47,32600,BK21,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,A Merryland Operating LLC,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,21.0,60,Regional
807,c3736cbc43eaa8598ec50df6d2f04cd3,A VERY SPECIAL PLACE  INC.,49,CEDAR GROVE AVENUE,49 CEDAR GROVE AVENUE,STATEN ISLAND,Staten Island,5,10306.0,40.5634726501,-74.0988153017,956794.306598,144580.23976099998,5127820,5040810001,502,50,12804,SI45,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,0,,,Non-public,A Very Special Place  Inc.,Non-public,State,NYS Office for People With Developmental Disabilities,NYSOPWDD,nysopwdd_providers,HEALTH AND HUMAN SERVICES,31.0,122,Local
808,71cace5b7f74c7d61d92b1747e0d7a03,A VERY SPECIAL PLACE INC RECREATION,55,QUINTARD STREET,55 QUINTARD STREET,STATEN ISLAND,Staten Island,5,10305.0,40.5961090652,-74.0845399205,960772.175225,156466.342522,5133354,5032240029,502,50,6400,SI14,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,0,,,Non-public,A VERY SPECIAL PLACE INC,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,31.0,122,Local
822,e2d414f40bff6e3b6d230bfa2a79e26d,A.R.C.  INC.,1145,EAST 55 STREET,1145 EAST 55 STREET,BROOKLYN,Brooklyn,3,11234.0,40.6290065832,-73.92281529729999,1005674.62588,168449.876077,3392601,3077810012,318,46,72000,BK58,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,0,,,Non-public,A.R.C.  Inc.,Non-public,State,NYS Office for People With Developmental Disabilities,NYSOPWDD,nysopwdd_providers,HEALTH AND HUMAN SERVICES,22.0,63,Local
831,a2767c1750b1a20a22cd925fb6b56bad,"AAA HEALTH, INC. OP",1090,CONEY ISLAND AVENUE,1090 CONEY ISLAND AVENUE,BROOKLYN,Brooklyn,3,11230.0,40.6309957875,-73.9667538231,993478.068802,169166.908599,3170238,3064980024,314,40,46000,BK42,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,0,,,Non-public,"AAA Health, Inc.",,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,22.0,70,Regional
834,e267be0113967a152aa09a615ac46f57,AABR  INC.,15-08,COLLEGE POINT BOULEVARD,15-08 COLLEGE POINT BOULEVARD,COLLEGE POINT,Queens,4,11356.0,40.783733000000005,-73.84644300000001,1026774.91257,224849.208544,4450798,4040767501,407,19,92500,QN23,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,0,,,Non-public,Aabr  Inc.,Non-public,State,NYS Office for People With Developmental Disabilities,NYSOPWDD,nysopwdd_providers,HEALTH AND HUMAN SERVICES,25.0,109,Local
850,ea0147cb1716e8e0a874753178e3c439,ABC EARLY RECOGNITION AND SCREENING CLINIC,1841,PARK AVENUE,1841 PARK AVENUE,NEW YORK,Manhattan,1,10035.0,40.8056918707,-73.938019185,1001408.84404,232818.383986,1054495,1017750001,111,9,24200,MN34,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Non-public,Association to Benefit Children,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,5.0,25,Regional
882,6dca00f4502bb886ed470dacce201b40,ABRAHAM HOUSE INC.,342,WILLIS AVENUE,342 WILLIS AVENUE,BRONX,Bronx,2,10454.0,40.8112376893,-73.9210082067,1006116.3607399999,234842.710974,2000364,2022860006,201,8,4100,BX39,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,Abraham House Inc.,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,7.0,40,Local
884,4e1fe680fb78245e36d2204a5a5fba7d,ABRAHAM LINCOLN (K410),,,,BROOKLYN,Brooklyn,3,11224.0,40.582621,-73.968699,992944.447942,151542.52405,0,3072540001,313,47,35400,BK23,HEALTH CARE,HOSPITALS AND CLINICS,SCHOOL BASED HOSPITAL EXTENSION CLINIC,0,,,Non-public,NYU Langone Hospitals,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,21.0,60,Regional
890,66c8e00802e9ee5d1b368e7320d1cbcf,ABRIGO DEL ALTISIMO,2009,MONTEREY AVENUE,2009 MONTEREY AVENUE,BRONX,Bronx,2,10457.0,40.848006051999995,-73.8947773215,1013361.45085,248246.401523,2011839,2030610031,206,15,37504,BX17,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,Abrigo Del Altisimo,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,10.0,48,Local
893,480c62b50e599369050ccdf040d8f67c,ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,3101,EASTCHESTER ROAD,3101 EASTCHESTER ROAD,BRONX,Bronx,2,10469.0,40.8713213727,-73.843972377,1027402.2666799999,256762.01999,2095092,2047610050,212,12,35800,BX03,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,11.0,47,Local
896,9c56d8ceb1cd7379f69754a404aa5d57,ABUNDANT LIFE TABERNACLE INC,2692,3 AVENUE,2692 3 AVENUE,BRONX,Bronx,2,10454.0,40.813374555,-73.9222205393,1005780.07391,235620.946787,2000653,2023060004,201,8,4100,BX39,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,Abundant Life Tabernacle Inc,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,7.0,40,Local
952,d5302db11c59503abf76e2125ca3f735,ACE - CSS,14,EAST 28 STREET,14 EAST 28 STREET,NEW YORK,Manhattan,1,10016.0,40.743995288200004,-73.9865462529,987978.0043,210334.463895,1016894,1008570066,105,2,5600,MN13,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Non-public,Center for Urban Community Services Inc.,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,2.0,13,Regional
998,698c97bad9332fe8c7f53d3613a6c323,ACKERMAN INSTITUTE FOR THE FAMILY,936,BROADWAY,936 BROADWAY,NEW YORK,Manhattan,1,10010.0,40.740245,-73.989127,987263.0544530001,208968.015347,1016277,1008507502,105,2,5600,MN13,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,Ackerman Institute for the Family,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,2.0,13,Regional
999,577af666702c215b83728fb479473818,ACMH - HH CM,545,EIGHTH AVENUE,545 EIGHTH AVENUE,NEW YORK,Manhattan,1,10018.0,40.7545054564,-73.9921885743,986414.18775,214163.466572,1013622,1007610033,104,3,11100,MN13,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Non-public,ACMH Inc.,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,2.0,14,Regional
1000,82f932005021ceccfc300add68a5391c,ACMH - HH NONMED CM,545,EIGHTH AVENUE,545 EIGHTH AVENUE,NEW YORK,Manhattan,1,10018.0,40.7545054564,-73.9921885743,986414.18775,214163.466572,1013622,1007610033,104,3,11100,MN13,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Non-public,ACMH Inc.,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,2.0,14,Regional
1003,6f60801c2fe2c2e28a596a06fcf54a68,ACS - THE ADMINISTRATION FOR CHILDREN'S SERVICES,2501,GRAND CONCOURSE,2501 GRAND CONCOURSE,BRONX,Bronx,2,10468.0,40.8629946441,-73.8974572938,1012613.60355,253706.43735500003,2013811,2031670001,207,14,40100,BX05,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,ACS - The Administration for Children's Services,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,10.0,52,Local
1006,ea1cdd67d7365c17374877b5e749f456,ACS PRE-PLACEMENT PROGRAM,462,FIRST AVENUE,462 FIRST AVENUE,NEW YORK,Manhattan,1,10016.0,40.7391658296,-73.9750002675,991177.8740600001,208575.640969,1086515,1009620100,106,4,6200,MN20,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Public,NYC Health and Hospitals Corporation,NYCHHC,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,2.0,13,Regional
1008,517ae0e24911bb16fe6baea845bd10b1,ACT INTENSIVE,35,BAY RIDGE AVENUE,35 BAY RIDGE AVENUE,BROOKLYN,Brooklyn,3,11220.0,40.6385501658,-74.0345191719,974669.6733479999,171919.308471,3144971,3058590162,310,43,3400,BK31,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,PSCH Inc. dba Welllife Network,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,20.0,68,Regional
1009,4f066ec0650e9c4889431ed7cde7b2ce,ACT OF FAITH MINISTRIES,141,MANHATTAN AVENUE,141 MANHATTAN AVENUE,BROOKLYN,Brooklyn,3,11206.0,40.7076279716,-73.9452505582,999429.2325950001,197089.180839,3071088,3030510018,301,34,50500,BK90,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,Act of Faith Ministries,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,14.0,90,Local
1010,20ef305d53294713388815fba18ca6c5,ACT PROGRAM KINGS,2010,ATLANTIC AVENUE,2010 ATLANTIC AVENUE,BROOKLYN,Brooklyn,3,11233.0,40.676599582899996,-73.9210983142,1006135.60097,185789.740183,3396114,3014310012,316,41,30300,BK79,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,Services for the Underserved Inc.,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,16.0,73,Regional
1011,0426aab0550209adc3b58fbfba99ba26,ACT TEAM,3050,WHITE PLAINS ROAD,3050 WHITE PLAINS ROAD,BRONX,Bronx,2,10467.0,40.8704733946,-73.8668342039,1021079.88909,256442.631419,2101554,2045680008,212,15,33800,BX07,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,Bronx Psychiatric Center,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,11.0,47,Regional
1023,3db6a9d2d5c824c12c4e8c530ccfbcbb,ACTS COMMUNITY DEVELOPMENT CORP.,2114,MERMAID AVENUE,2114 MERMAID AVENUE,BROOKLYN,Brooklyn,3,11224.0,40.5760366796,-73.98841554180001,987468.1208479999,149142.351567,3189549,3070580007,313,47,32600,BK21,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,Acts Community Development Corp.,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,21.0,60,Local
1025,8962824c05439a4349727e67e512a510,ACTS COMMUNITY DEVELOPMENT CORPORATION,2114,MERMAID AVENUE,2114 MERMAID AVENUE,BROOKLYN,Brooklyn,3,11224.0,40.5760366796,-73.98841554180001,987468.1208479999,149142.351567,3189549,3070580007,313,47,32600,BK21,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,0,,,Non-public,Acts Community Development Corporation,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,21.0,60,Local
1026,1b41774c0d48395eeee16e614c23a7c5,ACUTE PSYCHIATRIC EMERGENCY ROOM,1545,ATLANTIC AVENUE,1545 ATLANTIC AVENUE,BROOKLYN,Brooklyn,3,11213.0,40.6784307187,-73.9373889876,1001616.4487,186453.225405,3048072,3017050001,303,36,27100,BK61,HEALTH CARE,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,0,,,Non-public,Interfaith Medical Center Inc.,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,16.0,81,Regional
1031,9fab60bdb1331746e475623c475d80d7,ADAMS,690,WESTCHESTER AVENUE,690 WESTCHESTER AVENUE,BRONX,Bronx,2,10455.0,40.8165355475,-73.9067228455,1010068.75101,236776.79758,2091976,2026540002,201,17,7900,BX34,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - HEAD START,0,,,Public,NYC Housing Authority,NYCHA,City,NYC Housing Authority,NYCHA,nycha_communitycenters,HEALTH AND HUMAN SERVICES,7.0,40,Local
1032,4e5458ace8aaf42f4c6e6c1b129c815c,ADAMS,755,EAST 152 STREET,755 EAST 152 STREET,BRONX,Bronx,2,10455.0,40.8160874795,-73.907077907,1009970.6445899999,236613.44595,2091979,2026540002,201,17,7900,BX34,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,,0,,,Public,NYC Housing Authority,NYCHA,City,NYC Housing Authority,NYCHA,nycha_communitycenters,HEALTH AND HUMAN SERVICES,7.0,40,Local
1035,778681a1ee0e08d5b0d5002260bd419a,ADAPT COMMUNITY NETWORK,,,,BROOKLYN,Brooklyn,3,11230.0,40.630581,-73.973892,991496.785716,169015.11916600002,0,0,314,44,48000,BK42,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,United Cerebral Palsy of New York City Inc,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,22.0,70,Regional
1036,c5bd1a7fefcb3ca08411518984a1fdcc,ADAPT COMMUNITY NETWORK,,,,BRONX,Bronx,2,10454.0,40.807907,-73.92229499999999,1005761.22956,233628.90441100002,0,0,201,8,2500,BX39,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,United Cerebral Palsy of New York City Inc,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,7.0,40,Regional
1037,a6c1ddb41e75c0eb1d3af5379fa5de1a,ADAPT COMMUNITY NETWORK (DBA),80,MAIDEN LANE,80 MAIDEN LANE,NEW YORK,Manhattan,1,10038.0,40.7070826367,-74.00780408199999,982086.307572,196885.851685,1001015,1000420031,101,1,700,MN25,HUMAN SERVICES,PROGRAMS FOR PEOPLE WITH DISABILITIES,PROGRAMS FOR PEOPLE WITH DISABILITIES,0,,,Non-public,Adapt Community Network (Dba),Non-public,State,NYS Office for People With Developmental Disabilities,NYSOPWDD,nysopwdd_providers,HEALTH AND HUMAN SERVICES,2.0,1,Local
1050,99eb17a3762a91d573cc44f491296a53,ADDICTION CARE INTERVENTIONS MSW-IP,500,WEST 57 STREET,500 WEST 57 STREET,NEW YORK,Manhattan,1,10019.0,40.7689598781,-73.9889773527,987303.2073,219429.78264499997,1027066,1010850036,104,6,13500,MN15,HEALTH CARE,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,0,,,Non-public,Addiction Care Interventions,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,2.0,18,Regional
1051,da3b16b8cdc851f400600bef1581df86,ADDICTION CARE INTERVENTIONS OP,500,WEST 57 STREET,500 WEST 57 STREET,NEW YORK,Manhattan,1,10019.0,40.7689598781,-73.9889773527,987303.2073,219429.78264499997,1027066,1010850036,104,6,13500,MN15,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,0,,,Non-public,Addiction Care Interventions,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,2.0,18,Regional
1052,86f39dcc3b49aa5a71827c3cdd43b1ba,ADDICTION RECOVERY SERVICES (ARS) OP,142-02,20 AVENUE,142-02 20 AVENUE,WHITESTONE,Queens,4,11357.0,40.7804782068,-73.8274122713,1032047.4683700001,223673.19030900003,4099356,4041830075,407,19,90700,QN23,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,0,,,Non-public,"WellLife Network, Inc.",,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,25.0,109,Regional
1069,6f46c1db77fdba7f2489ed69fc4f412a,"ADMIRABLE CHURCH, INC.",1910,FLATBUSH AVENUE,1910 FLATBUSH AVENUE,BROOKLYN,Brooklyn,3,11210.0,40.6231071017,-73.93773376989999,1001535.1435700001,166297.242486,3217010,3078100037,318,45,73800,BK58,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,"Admirable Church, Inc.",Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,22.0,63,Local
