,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
160882,729,2.0,3.0,10001.0,O4,5.0,65034.0,22051813.0,69.0,3.0,558725400.0,2015.0,-73.9977045,40.7526764,2
160901,1290,2.0,4.0,10022.0,RM,4.0,8636.0,112387.0,41.0,78.0,22153954.0,2003.0,-73.97278990000001,40.7605232,0
161252,30,2.0,1.0,10004.0,O4,5.0,34699.0,782883.0,26.0,14.0,0.0,1983.0,-74.0096552,40.7040571,0
161258,1071,2.0,3.0,10036.0,RM,4.0,20053.0,243309.0,41.0,313.0,38988027.0,1988.0,-73.9955167,40.7601723,0
161336,437,30.0,26.0,11101.0,D6,4.0,38000.0,987054.0,67.0,803.0,0.0,2018.0,-73.9444556,40.7479627,3
161337,1029,2.0,4.0,10019.0,D8,3.0,2025.0,63000.0,88.0,233.0,0.0,2013.0,-73.9810122,40.7665674,2
161354,1029,2.0,4.0,10019.0,D8,3.0,11055.0,348263.0,88.0,234.0,0.0,2013.0,-73.9808008,40.7664805,2
161355,1029,2.0,4.0,10019.0,D8,3.0,2075.0,24159.0,88.0,233.0,0.0,2015.0,-73.9812105,40.7666495,2
161390,9998,28.0,27.0,11435.0,D7,4.0,39750.0,491408.0,30.0,540.0,0.0,2017.0,-73.80677990000001,40.7005387,3
161732,53,13.0,33.0,11201.0,RM,4.0,31389.0,358551.0,31.0,273.0,36336032.0,2006.0,-73.9870561,40.702002,1
161759,1138,3.0,6.0,10023.0,RM,4.0,27704.0,436485.0,32.0,295.0,86420157.0,1997.0,-73.98270579999999,40.7745041,0
161766,161,2.0,1.0,10007.0,Z1,8.0,7811.0,486065.0,27.0,1.0,63762750.0,1992.0,-74.0003824,40.7137009,0
162232,860,2.0,2.0,10016.0,D8,3.0,4468.0,88269.0,42.0,42.0,0.0,2017.0,-73.9839715,40.7454574,0
162263,1317,2.0,4.0,10017.0,D6,4.0,30125.0,451001.0,42.0,431.0,0.0,1964.0,-73.97268840000001,40.7513122,0
162309,1977,5.0,7.0,10027.0,D8,3.0,27383.0,304286.0,33.0,184.0,0.0,2018.0,-73.95965509999999,40.8116213,0
162540,1307,2.0,4.0,10022.0,RM,4.0,10343.0,202179.0,63.0,95.0,42613362.0,2014.0,-73.9714191,40.7583079,2
162551,1268,2.0,4.0,10103.0,RM,4.0,17572.0,279886.0,48.0,62.0,44061820.0,2012.0,-73.9773633,40.7608069,2
162563,1260,2.0,4.0,10036.0,RM,4.0,6024.0,122920.0,48.0,220.0,22579200.0,2008.0,-73.98221240000001,40.7563119,2
162579,123,2.0,1.0,10007.0,RM,4.0,29497.0,609926.0,70.0,158.0,95029649.0,2008.0,-74.0090359,40.7127756,2
162654,1009,2.0,4.0,10019.0,RM,4.0,18577.0,531657.0,78.0,241.0,85567945.0,1986.0,-73.9792897,40.7647185,2
162655,1051,2.0,3.0,10036.0,RM,4.0,17892.0,219215.0,28.0,49.0,44699760.0,2014.0,-73.9931887,40.75827279999999,0
162768,2106,15.0,35.0,11217.0,RM,4.0,17926.0,256303.0,44.0,463.0,28399500.0,2012.0,-73.9796128,40.687991600000004,1
162887,5498,20.0,44.0,11204.0,R6,2.0,1960.0,4445.0,32.0,2.0,125160.0,2013.0,-73.98609499999999,40.6235973,1
163003,1011,2.0,4.0,10019.0,RM,4.0,17924.0,349853.0,37.0,415.0,47253186.0,1930.0,-73.976896,40.76542620000001,0
163013,1038,2.0,3.0,10036.0,RM,4.0,5232.0,3280.0,43.0,2.0,16042500.0,2007.0,-73.9875247,40.7610335,0
163022,1089,2.0,3.0,10036.0,RR,4.0,49823.0,954682.0,59.0,1278.0,131697000.0,2005.0,-73.9992347,40.7607899,2
163027,1006,2.0,4.0,10019.0,RH,5.0,91633.0,1440995.0,46.0,5.0,246072150.0,1963.0,-73.9797127,40.7624432,2
163035,1314,2.0,4.0,10016.0,RM,4.0,26712.0,295086.0,41.0,364.0,42397217.0,1986.0,-73.9736751,40.7492096,0
163042,1287,2.0,4.0,10022.0,RM,4.0,25602.0,804216.0,51.0,262.0,204570453.0,1973.0,-73.976086,40.7591982,2
163047,1011,2.0,4.0,10019.0,RM,4.0,41437.0,497528.0,42.0,184.0,114834289.0,1930.0,-73.9785167,40.7661731,0
163097,161,15.0,33.0,11217.0,RM,4.0,13519.0,142004.0,27.0,371.0,18306764.0,2018.0,-73.9814192,40.6884174,1
163113,107,13.0,33.0,11201.0,RM,4.0,38143.0,337519.0,34.0,551.0,35398800.0,2015.0,-73.98656629999999,40.6980989,1
163932,1017,2.0,3.0,10036.0,RC,5.0,74287.0,1918805.0,50.0,2.0,219255300.0,1995.0,-73.9861968,40.7586262,2
163963,1282,2.0,4.0,10017.0,RC,5.0,20084.0,411780.0,35.0,4.0,79116300.0,1962.0,-73.97824190000001,40.7562673,0
163977,140,13.0,33.0,11201.0,RC,5.0,127632.0,1420558.0,32.0,5.0,117609299.0,1997.0,-73.9879916,40.693811700000005,1
163982,1027,2.0,3.0,10019.0,RC,5.0,29400.0,614307.0,26.0,2.0,128620800.0,2002.0,-73.982488,40.765246000000005,0
163989,1299,2.0,4.0,10017.0,RC,5.0,7532.0,126498.0,27.0,3.0,17026202.0,2012.0,-73.9745543,40.7530799,0
163995,1261,2.0,4.0,10036.0,RC,5.0,59873.0,1204839.0,44.0,46.0,287401050.0,1975.0,-73.98185129999999,40.7568196,0
163999,1285,2.0,4.0,10022.0,RC,5.0,59629.0,1042944.0,36.0,2.0,142601850.0,1923.0,-73.9768156,40.757965999999996,0
164005,1268,2.0,4.0,10103.0,RC,5.0,61755.0,1246882.0,40.0,3.0,367586100.0,1958.0,-73.97670649999999,40.7603703,0
164010,998,2.0,4.0,10036.0,RC,5.0,38700.0,919865.0,42.0,5.0,242193143.0,1989.0,-73.98484690000001,40.7580744,0
164013,1280,2.0,4.0,10170.0,RC,5.0,68302.0,1044054.0,31.0,6.0,123580799.0,1927.0,-73.975861,40.7526959,0
164020,1026,2.0,3.0,10019.0,RC,5.0,10481.0,342142.0,67.0,5.0,47791801.0,2012.0,-73.9827084,40.764367799999995,2
164021,1268,2.0,4.0,10019.0,RC,5.0,45925.0,730175.0,29.0,2.0,159214950.0,1986.0,-73.978013,40.760925,0
164023,1314,2.0,4.0,10017.0,RC,5.0,48684.0,772563.0,41.0,79.0,118553102.0,1960.0,-73.97462420000001,40.7495666,0
164024,1304,2.0,4.0,10022.0,RC,5.0,81337.0,1554144.0,47.0,113.0,154540930.0,1930.0,-73.973351,40.7565023,2
164036,994,2.0,4.0,10036.0,RC,5.0,7173.0,152686.0,37.0,2.0,23414400.0,2012.0,-73.9856525,40.7551897,0
164037,999,2.0,4.0,10036.0,RC,5.0,21758.0,426430.0,43.0,4.0,63349200.0,1989.0,-73.9842223,40.7587852,0
164038,491,2.0,3.0,10013.0,RC,5.0,24594.0,284451.0,42.0,394.0,47768428.0,2007.0,-74.00540809999998,40.725305600000006,0
164039,1296,2.0,4.0,10017.0,RC,5.0,82950.0,1241644.0,42.0,55.0,214297286.0,1955.0,-73.9755188,40.750758000000005,0
164044,1315,2.0,4.0,10017.0,RC,5.0,70112.0,907907.0,37.0,42.0,106333652.0,1928.0,-73.9731804,40.7497694,0
164049,1291,2.0,4.0,10022.0,RC,5.0,29475.0,364639.0,26.0,3.0,157638600.0,1958.0,-73.9740311,40.7617806,0
164050,1267,2.0,4.0,10019.0,RC,5.0,7230.0,103429.0,28.0,4.0,16170750.0,1950.0,-73.97815770000001,40.7600028,0
164053,1018,2.0,3.0,10036.0,RC,5.0,11293.0,345066.0,54.0,4.0,91532392.0,2000.0,-73.9855902,40.7593919,2
164059,1013,2.0,3.0,10036.0,RC,5.0,37854.0,789726.0,40.0,2.0,165324150.0,2007.0,-73.9895901,40.7566394,0
164064,1151,3.0,6.0,10019.0,RM,4.0,43072.0,294332.0,33.0,191.0,49829112.0,2007.0,-73.9893965,40.7715982,0
164100,1131,3.0,3.0,10023.0,RM,4.0,22038.0,566036.0,51.0,509.0,81707685.0,1986.0,-73.98585870000001,40.7700965,2
164105,1439,2.0,5.0,10065.0,RM,4.0,9670.0,126193.0,39.0,136.0,23796006.0,1987.0,-73.9614605,40.7639756,0
164122,176,2.0,1.0,10013.0,RM,4.0,12518.0,366501.0,57.0,148.0,51086711.0,2007.0,-74.0062444,40.7176505,2
164152,1115,3.0,6.0,10023.0,RM,4.0,38149.0,588256.0,33.0,473.0,85265115.0,1979.0,-73.98157309999999,40.77076829999999,0
164160,1139,3.0,6.0,10023.0,RM,4.0,55462.0,702044.0,47.0,276.0,149552675.0,1992.0,-73.98147809999999,40.7748031,2
164161,863,2.0,2.0,10016.0,RC,5.0,8344.0,110423.0,28.0,2.0,15825600.0,2013.0,-73.9823015,40.7468562,0
164170,1114,3.0,3.0,10023.0,RM,4.0,14059.0,169100.0,27.0,95.0,23840554.0,1930.0,-73.9833386,40.7704969,0
164174,1331,2.0,4.0,10022.0,RM,4.0,6025.0,108651.0,36.0,68.0,14701492.0,2005.0,-73.96682309999998,40.7602609,0
164240,1179,3.0,6.0,10023.0,RM,4.0,96044.0,547520.0,28.0,410.0,45366541.0,1962.0,-73.9872725,40.7771863,0
164290,1871,3.0,7.0,10025.0,RM,4.0,9356.0,113202.0,38.0,65.0,13490103.0,2006.0,-73.9696365,40.796744700000005,0
164296,1423,2.0,4.0,10021.0,RM,4.0,42175.0,366603.0,57.0,408.0,75243140.0,1950.0,-73.96176190000001,40.7672886,2
164309,1871,3.0,6.0,10025.0,RM,4.0,23908.0,171664.0,31.0,71.0,22912202.0,2008.0,-73.97069090000001,40.7971649,0
164329,1410,2.0,4.0,10021.0,RM,4.0,8684.0,133729.0,31.0,75.0,21223346.0,1996.0,-73.9592823,40.7723189,0
164341,1510,2.0,5.0,10028.0,RM,4.0,7607.0,137006.0,31.0,93.0,19298330.0,1985.0,-73.9564421,40.7760205,0
164351,1114,3.0,3.0,10023.0,RM,4.0,57899.0,695701.0,37.0,231.0,147694487.0,2005.0,-73.9813928,40.7698598,0
164397,1069,2.0,3.0,10018.0,RM,4.0,17528.0,562325.0,51.0,600.0,103796265.0,2013.0,-73.9964987,40.75875870000001,2
164417,239,30.0,26.0,11101.0,RM,4.0,31367.0,489937.0,44.0,469.0,43811573.0,2017.0,-73.93619809999998,40.749131799999994,3
164425,1158,3.0,6.0,10023.0,RM,4.0,71050.0,648458.0,29.0,570.0,58001851.0,1964.0,-73.98617879999999,40.7759208,0
164440,1047,2.0,3.0,10019.0,RM,4.0,52868.0,813798.0,50.0,683.0,126786627.0,1978.0,-73.98423840000001,40.7668245,2
164464,27,2.0,1.0,10004.0,RM,4.0,24524.0,776000.0,57.0,763.0,75084930.0,1931.0,-74.0095687,40.7054608,2
164485,710,2.0,3.0,10018.0,RM,4.0,14812.0,203794.0,30.0,230.0,34845133.0,2015.0,-73.9979714,40.7576828,0
164486,2060,13.0,35.0,11201.0,RM,4.0,21371.0,245678.0,37.0,243.0,21769364.0,2007.0,-73.9827016,40.6931935,1
164494,1049,3.0,3.0,10023.0,RM,4.0,149560.0,1928088.0,54.0,165.0,703072485.0,2004.0,-73.9830936,40.7684685,2
164497,1491,2.0,4.0,10075.0,RM,4.0,13940.0,152811.0,28.0,126.0,26184589.0,1973.0,-73.9606953,40.77608789999999,0
164501,1048,2.0,3.0,10019.0,RM,4.0,10042.0,257885.0,56.0,297.0,46296477.0,1987.0,-73.98303620000002,40.7670851,2
164514,805,2.0,3.0,10001.0,RM,4.0,32433.0,598594.0,53.0,306.0,124495293.0,2010.0,-73.99028100000001,40.7471289,2
164523,850,2.0,2.0,10010.0,RM,4.0,20275.0,253543.0,27.0,261.0,43831354.0,1986.0,-73.98746740000001,40.7395394,0
164533,24,2.0,1.0,10004.0,RM,4.0,16100.0,239204.0,31.0,165.0,34129419.0,1982.0,-74.0117869,40.7060205,0
164554,1048,2.0,3.0,10019.0,RM,4.0,12251.0,218208.0,45.0,262.0,38755789.0,1982.0,-73.9845739,40.7679609,2
164574,1113,3.0,3.0,10023.0,RM,4.0,16167.0,199635.0,30.0,166.0,32227196.0,1982.0,-73.9832954,40.769989100000004,0
164605,1746,5.0,9.0,10035.0,RM,4.0,26773.0,355544.0,30.0,359.0,23540101.0,2007.0,-73.9444507,40.8027655,0
164613,1138,3.0,6.0,10023.0,RM,4.0,18477.0,289899.0,30.0,145.0,64895518.0,1995.0,-73.98179240000002,40.7740758,0
164616,1416,2.0,4.0,10065.0,RM,4.0,20128.0,244134.0,30.0,116.0,35482579.0,1967.0,-73.9650782,40.7630161,0
164629,862,2.0,4.0,10016.0,RM,4.0,21654.0,258480.0,42.0,319.0,39505500.0,2013.0,-73.98397609999999,40.746990999999994,0
164634,1158,3.0,6.0,10023.0,RM,4.0,133314.0,477300.0,29.0,488.0,34751345.0,1965.0,-73.9843083,40.7767852,0
164674,123,2.0,1.0,10007.0,RM,4.0,29411.0,880371.0,60.5,91.0,68650149.0,1913.0,-74.00832890000001,40.7124573,2
164690,1051,2.0,3.0,10036.0,RM,4.0,14344.0,289281.0,40.0,264.0,26730450.0,2000.0,-73.9938997,40.758530799999996,0
164699,25,2.0,1.0,10004.0,RM,4.0,23649.0,377483.0,44.0,322.0,63276703.0,2005.0,-74.01035859999999,40.7053674,2
164727,814,2.0,4.0,10018.0,RM,4.0,17470.0,294785.0,44.0,93.0,56731508.0,2004.0,-73.9860356,40.7527744,0
164746,1116,3.0,6.0,10023.0,RM,4.0,7301.0,160124.0,40.0,56.0,28821602.0,1999.0,-73.9808618,40.7711442,0
164763,1484,2.0,5.0,10021.0,RM,4.0,43420.0,467115.0,40.0,330.0,74015968.0,1985.0,-73.9526503,40.766857,0
164802,1090,2.0,3.0,10036.0,RM,4.0,70294.0,888123.0,60.0,1185.0,144359100.0,2008.0,-73.99877990000002,40.761531,2
164815,1040,2.0,3.0,10019.0,RM,4.0,67696.0,624065.0,39.0,707.0,94229700.0,1989.0,-73.98849179999999,40.7628808,0
164826,1132,3.0,3.0,10023.0,RM,4.0,14109.0,210910.0,36.0,221.0,33234747.0,1988.0,-73.98583670000001,40.7715594,0
164832,1415,2.0,4.0,10065.0,RM,4.0,19983.0,251954.0,43.0,230.0,42908844.0,1986.0,-73.9655911,40.762365700000004,0
164841,1223,3.0,6.0,10025.0,RM,4.0,40284.0,301776.0,29.0,282.0,22845649.0,1973.0,-73.9696392,40.7908106,0
164845,1179,3.0,6.0,10023.0,RM,4.0,90575.0,642284.0,28.0,550.0,61273580.0,1962.0,-73.986561,40.77845429999999,0
164850,868,2.0,4.0,10016.0,RM,4.0,12630.0,209528.0,54.0,180.0,29617211.0,2003.0,-73.98219940000001,40.7509651,2
164853,418,30.0,26.0,11101.0,RM,4.0,14931.0,203184.0,30.0,294.0,17155800.0,2015.0,-73.93722220000001,40.7500985,3
164868,1464,2.0,5.0,10021.0,RM,4.0,13883.0,201251.0,40.0,218.0,30842562.0,1984.0,-73.95679150000001,40.7661395,0
164875,1158,3.0,6.0,10023.0,RM,4.0,96925.0,496240.0,29.0,461.0,38732401.0,1963.0,-73.98597640000001,40.7765466,0
164879,912,2.0,2.0,10016.0,RM,4.0,16876.0,213548.0,35.0,171.0,30384917.0,1990.0,-73.9789605,40.744020299999995,0
164882,2061,13.0,35.0,11201.0,RM,4.0,32923.0,474430.0,34.0,441.0,51803099.0,2015.0,-73.9821859,40.6932373,1
164891,1429,2.0,4.0,10021.0,RM,4.0,12767.0,217806.0,30.0,80.0,37976407.0,2007.0,-73.95752879999999,40.770506700000006,0
164898,44,2.0,1.0,10005.0,RM,4.0,22742.0,461169.0,38.0,412.0,71506458.0,1928.0,-74.0097349,40.707727899999995,0
164907,1032,2.0,3.0,10036.0,RM,4.0,16590.0,508695.0,60.0,555.0,92374669.0,2004.0,-73.9922719,40.757872,2
164909,806,2.0,3.0,10001.0,RM,4.0,39700.0,417562.0,41.0,384.0,82530901.0,2014.0,-73.989855,40.7477931,0
164923,433,30.0,26.0,11101.0,RM,4.0,47779.0,681188.0,50.0,976.0,72936000.0,2015.0,-73.9423493,40.7476693,3
164930,1116,3.0,6.0,10023.0,RM,4.0,59822.0,968442.0,42.0,656.0,136530023.0,1970.0,-73.9814068,40.7715149,0
164947,859,2.0,4.0,10016.0,RM,4.0,7308.0,188351.0,51.0,260.0,39655785.0,2017.0,-73.9862031,40.7456326,2
164948,1179,3.0,6.0,10023.0,RM,4.0,96150.0,554579.0,28.0,443.0,46261352.0,1962.0,-73.9868427,40.7778505,0
164975,26,2.0,1.0,10005.0,RM,4.0,39846.0,810798.0,42.0,400.0,91610606.0,1913.0,-74.01058959999999,40.7065311,0
164983,1344,2.0,4.0,10022.0,RM,4.0,15053.0,215384.0,32.0,125.0,34110006.0,2007.0,-73.967569,40.7555731,0
165032,862,2.0,4.0,10016.0,RM,4.0,25678.0,317446.0,41.0,358.0,63764573.0,2005.0,-73.98486020000001,40.747328700000004,0
165054,863,2.0,4.0,10016.0,RM,4.0,10752.0,116877.0,34.0,74.0,25594222.0,2016.0,-73.9836367,40.7474054,0
165056,1151,3.0,6.0,10023.0,RM,4.0,32233.0,385502.0,35.0,382.0,46581300.0,1991.0,-73.9877972,40.770898100000004,0
165071,1131,3.0,3.0,10019.0,RM,4.0,7100.0,199773.0,40.0,134.0,34579346.0,1998.0,-73.9849779,40.7695062,0
165090,1026,2.0,3.0,10019.0,RM,4.0,15940.0,233098.0,31.0,237.0,32652648.0,1979.0,-73.9826939,40.764686100000006,0
165138,135,2.0,1.0,10007.0,RM,4.0,18814.0,298408.0,28.0,91.0,31155222.0,1910.0,-74.00695470000001,40.7142661,0
165163,701,2.0,3.0,10001.0,RM,4.0,41228.0,301475.0,33.0,392.0,50956200.0,2013.0,-74.0017036,40.7519848,0
165171,1404,2.0,4.0,10021.0,RM,4.0,7531.0,124816.0,31.0,106.0,24530465.0,1986.0,-73.96197420000001,40.7683646,0
165186,268,30.0,26.0,11101.0,RM,4.0,14047.0,109115.0,27.0,171.0,10400216.0,2015.0,-73.94152740000001,40.7466286,3
165231,194,2.0,1.0,10013.0,O4,5.0,10477.0,230139.0,26.0,171.0,25753950.0,1930.0,-74.0027994,40.7189434,0
165631,1158,3.0,6.0,10023.0,D8,3.0,5000.0,350695.0,51.0,113.0,52586550.0,2018.0,-73.9832251,40.776966200000004,2
165690,1787,4.0,8.0,10035.0,D9,3.0,35501.0,268639.0,35.0,100.0,9774000.0,1974.0,-73.9353713,40.8015311,0
169422,784,2.0,3.0,10001.0,H2,5.0,7357.0,201307.0,39.0,349.0,31244400.0,2010.0,-73.991031,40.7517923,0
169438,835,2.0,4.0,10001.0,D8,3.0,6694.0,160126.0,34.0,173.0,14914350.0,2002.0,-73.9868304,40.7487644,0
169487,1320,2.0,4.0,10017.0,O4,5.0,21087.0,408153.0,39.0,42.0,42648300.0,1971.0,-73.97204920000001,40.753479999999996,0
169774,702,2.0,3.0,10001.0,O4,5.0,79943.0,1835464.0,48.0,27.0,348648750.0,2017.0,-74.0015773,40.7527011,2
177662,1958,5.0,9.0,10027.0,D7,4.0,65212.0,336334.0,29.0,315.0,11339100.0,1926.0,-73.9491704,40.8138289,0
178906,1151,3.0,6.0,10019.0,D6,4.0,28016.0,402707.0,33.0,467.0,24313950.0,1973.0,-73.98827370000001,40.7710986,0
199579,1305,2.0,4.0,10022.0,H1,5.0,7500.0,138614.0,28.0,4.0,22449150.0,1927.0,-73.9719865,40.7565953,0
199580,1305,2.0,4.0,10022.0,HS,5.0,7500.0,147970.0,30.0,1.0,13761450.0,1985.0,-73.9713947,40.7563371,0
199675,1270,2.0,4.0,10019.0,H1,5.0,12083.0,274656.0,35.0,3.0,33238350.0,1926.0,-73.9781136,40.7624347,0
199693,23,2.0,1.0,10005.0,D9,3.0,19975.0,466820.0,30.0,540.0,74338650.0,1956.0,-74.01146240000001,40.706613399999995,0
199707,24,2.0,1.0,10004.0,O4,5.0,13220.0,370000.0,48.0,0.0,52962750.0,1932.0,-74.01165350000001,40.706272999999996,2
199714,46,2.0,1.0,10005.0,O4,5.0,32947.0,839749.0,32.0,71.0,66271950.0,1912.0,-74.0107629,40.7076263,0
199715,42,2.0,1.0,10005.0,D8,3.0,18892.0,431000.0,45.0,289.0,32504850.0,2002.0,-74.0081948,40.707363,2
199716,51,2.0,1.0,10006.0,O4,5.0,17626.0,400294.0,26.0,69.0,31275450.0,1907.0,-74.0131688,40.70808710000001,0
199722,27,2.0,1.0,10005.0,D5,3.0,17623.0,400531.0,37.0,482.0,46988232.0,1929.0,-74.0087752,40.7056282,0
199729,51,2.0,1.0,10006.0,O4,5.0,16844.0,281121.0,27.0,27.0,36254250.0,2017.0,-74.01298129999999,40.708408299999995,0
199731,20,2.0,1.0,10006.0,O4,5.0,15722.0,309381.0,31.0,60.0,27614700.0,1983.0,-74.0130242,40.706854799999995,0
199733,21,2.0,1.0,10006.0,O4,5.0,22197.0,650740.0,33.0,102.0,48196350.0,1913.0,-74.01283670000001,40.7071046,0
199737,24,2.0,1.0,10004.0,O4,5.0,44757.0,974958.0,38.0,0.0,90820350.0,1961.0,-74.0119996,40.705312299999996,0
199741,52,2.0,1.0,10006.0,H2,5.0,6109.0,130054.0,30.0,318.0,17689050.0,2014.0,-74.012664,40.7093333,0
199758,88,2.0,1.0,10007.0,D8,3.0,15148.0,531000.0,58.0,400.0,57694950.0,2006.0,-74.00914399999999,40.7122184,2
199759,88,2.0,1.0,10007.0,O4,5.0,16409.0,480831.0,44.0,146.0,30617550.0,1927.0,-74.00865340000001,40.7119906,0
199762,126,2.0,1.0,10007.0,D8,3.0,7549.0,163340.0,43.0,52.0,14684400.0,2017.0,-74.0097935,40.713725200000006,0
199788,80,2.0,1.0,10007.0,O4,5.0,36775.0,1094861.0,29.0,64.0,72030600.0,1916.0,-74.00976429999999,40.710851500000004,0
199790,80,2.0,1.0,10007.0,H1,5.0,18044.0,383166.0,58.0,3.0,38121300.0,1961.0,-74.010244,40.7111396,2
200094,706,2.0,3.0,10001.0,O4,5.0,67397.0,2216567.0,62.0,1.0,284506650.0,2018.0,-73.9995885,40.7552291,2
200098,701,2.0,3.0,10001.0,D7,4.0,26169.0,315586.0,33.0,180.0,32611950.0,2015.0,-74.0024363,40.7524321,0
200107,701,2.0,3.0,10001.0,D8,3.0,27156.0,387468.0,34.0,374.0,35354700.0,2008.0,-74.0032989,40.752802700000004,0
200110,708,2.0,3.0,10018.0,D8,3.0,4875.0,270400.0,51.0,379.0,12380400.0,2020.0,-74.00042590000001,40.757361700000004,2
200114,732,2.0,3.0,10001.0,H2,5.0,10286.0,218640.0,28.0,2.0,30221100.0,2015.0,-73.9986681,40.7546801,0
200117,707,2.0,3.0,10018.0,D6,4.0,17275.0,511325.0,44.0,58.0,13215150.0,2020.0,-73.99889190000002,40.75561879999999,2
200122,705,2.0,3.0,10001.0,O4,5.0,40015.0,1178640.0,51.0,2.0,250567650.0,2015.0,-74.001765,40.75524,2
200133,708,2.0,3.0,10018.0,D6,4.0,22219.0,321693.0,39.0,253.0,51858450.0,2016.0,-73.99904709999998,40.756538299999995,0
200139,732,2.0,3.0,10001.0,O4,5.0,39779.0,515174.0,26.0,3.0,88198200.0,1962.0,-73.99651329999999,40.7539335,0
200143,709,2.0,3.0,10018.0,D8,3.0,59263.0,807316.0,44.0,839.0,82932750.0,2007.0,-73.99816640000002,40.7570598,2
200158,710,2.0,3.0,10018.0,D7,4.0,15140.0,467131.0,52.0,591.0,34049700.0,2020.0,-73.9996426,40.75847329999999,2
200180,758,2.0,3.0,10001.0,H2,5.0,34562.0,1300727.0,42.0,3.0,70774200.0,1929.0,-73.99364399999999,40.7527229,0
200193,757,2.0,3.0,10001.0,D6,4.0,45270.0,555125.0,33.0,345.0,75397500.0,2000.0,-73.994615,40.7522619,0
200194,759,2.0,3.0,10018.0,H1,5.0,8145.0,119347.0,26.0,1.0,16568550.0,2015.0,-73.99374499999999,40.7537412,0
200196,759,2.0,3.0,10018.0,H2,5.0,12344.0,197027.0,26.0,570.0,38706300.0,2016.0,-73.9942033,40.753936100000004,0
200241,761,2.0,3.0,10018.0,H3,5.0,7357.0,102824.0,27.0,3.0,13206600.0,2012.0,-73.9925358,40.7545289,0
200253,760,2.0,3.0,10018.0,D8,3.0,12343.0,170978.0,27.0,210.0,22338900.0,2008.0,-73.99439459999999,40.7548227,0
200259,763,2.0,3.0,10018.0,H2,5.0,9875.0,200590.0,35.0,1.0,29598750.0,2014.0,-73.99308420000001,40.75669179999999,0
200276,763,2.0,3.0,10018.0,H3,5.0,3497.0,71706.0,32.0,1.0,11376900.0,2006.0,-73.99283879999999,40.756274600000005,0
200300,763,2.0,3.0,10018.0,H2,5.0,4937.0,114917.0,42.0,271.0,10718100.0,2015.0,-73.9917343,40.7561235,0
200319,763,2.0,3.0,10018.0,H2,5.0,4938.0,98738.0,33.0,248.0,18299250.0,2006.0,-73.9923695,40.7563898,0
200320,763,2.0,3.0,10018.0,H2,5.0,4937.0,102000.0,33.0,1.0,15912900.0,2006.0,-73.99252829999999,40.7564585,0
200323,787,2.0,3.0,10018.0,O4,5.0,13937.0,553748.0,45.0,136.0,60036750.0,1930.0,-73.9892766,40.75345,2
200332,763,2.0,3.0,10018.0,H2,5.0,3291.0,67130.0,32.0,1.0,10124100.0,2010.0,-73.99287120000001,40.756601200000006,0
200417,996,2.0,4.0,10036.0,O4,5.0,42050.0,1039529.0,44.0,44.0,153343800.0,1968.0,-73.9838656,40.756056799999996,0
200422,814,2.0,4.0,10018.0,O4,5.0,28950.0,768530.0,35.0,88.0,63647550.0,1930.0,-73.9866888,40.75295560000001,0
200426,993,2.0,4.0,10018.0,O4,5.0,27200.0,654137.0,35.0,95.0,54464400.0,1958.0,-73.98538559999999,40.7540314,0
200432,813,2.0,3.0,10018.0,O4,5.0,17725.0,464951.0,27.0,56.0,37179900.0,1927.0,-73.9878944,40.752565999999995,0
200442,993,2.0,4.0,10018.0,O4,5.0,13550.0,362850.0,42.0,150.0,39620700.0,1931.0,-73.98626259999999,40.7546518,0
200447,993,2.0,3.0,10018.0,O4,5.0,18225.0,494868.0,33.0,1.0,47877750.0,1929.0,-73.98716850000001,40.75499779999999,0
200449,997,2.0,4.0,10036.0,O4,5.0,33639.0,734668.0,40.0,43.0,165756600.0,1984.0,-73.98336009999998,40.756671600000004,0
200453,997,2.0,4.0,10036.0,H1,5.0,16820.0,471985.0,48.0,1.0,42365250.0,1988.0,-73.984645,40.757154799999995,2
200457,814,2.0,4.0,10018.0,O4,5.0,12475.0,367212.0,33.0,106.0,32472000.0,1930.0,-73.9868007,40.753246600000004,0
200458,815,2.0,3.0,10018.0,O4,5.0,50765.0,1088074.0,42.0,100.0,118594350.0,1969.0,-73.9875657,40.7541936,0
200460,996,2.0,4.0,10036.0,O4,5.0,25570.0,493107.0,33.0,69.0,126971550.0,1972.0,-73.9856377,40.756770700000004,0
200463,997,2.0,4.0,10036.0,O4,5.0,15565.0,426056.0,40.0,66.0,52282800.0,1988.0,-73.9839412,40.757034000000004,0
200469,998,2.0,4.0,10036.0,H2,5.0,9510.0,304831.0,53.0,1.0,42398550.0,2009.0,-73.9840421,40.757569200000006,2
200470,1000,2.0,4.0,10036.0,H1,5.0,16066.0,369864.0,42.0,4.0,51092100.0,1909.0,-73.9840995,40.75922979999999,0
200472,1000,2.0,4.0,10036.0,H1,5.0,12050.0,374765.0,48.0,3.0,50791500.0,2018.0,-73.98339200000001,40.7589305,2
200476,1008,2.0,4.0,10019.0,H3,5.0,22240.0,207700.0,26.0,6.0,41540850.0,1911.0,-73.98039809999999,40.7642576,0
200479,815,2.0,4.0,10018.0,H3,5.0,7406.0,126398.0,34.0,1.0,17117100.0,1997.0,-73.9861798,40.753575899999994,0
