,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
76,fef8fc600139ab5008705fee06832e6a,1025 FIFTH GARAGE CORP.,1025,5 AVENUE,1025 5 AVENUE,NEW YORK,Manhattan,1,10028.0,40.7794553056,-73.9610014458,995050.6632620001,223255.830748,1046778,1014950004,108,4,14200,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1025 Fifth Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
78,47894a739fe284bf944241bc364a8332,103RD STREET FOOT BRIDGE,,EAST 103 STREET FOOTBRIDGE,,NEW YORK,Manhattan,1,10029.0,40.7867872441,-73.93877573270001,1001204.21444,225930.625944,0,0,111,8,16200,MN33,TRANSPORTATION,OTHER TRANSPORTATION,BRIDGE HOUSE,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_bridgehouses,CORE INFRASTRUCTURE AND TRANSPORTATION,4.0,23,Regional
79,2585482dd17666e1954bce4b32735531,1050 FIFTH AVENUE PARKING CORP,1050,5 AVENUE,1050 5 AVENUE,NEW YORK,Manhattan,1,10028.0,40.7816508557,-73.9599200573,995349.788156,224055.87909699997,1046845,1014980001,108,4,15002,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1050 Fifth Avenue Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
80,6247c7a33108de99bbc6306a7e9bd1e7,1056 5TH AVE. PARKING LLC,1056,5 AVENUE,1056 5 AVENUE,NEW YORK,Manhattan,1,10028.0,40.781860618,-73.95966450739999,995420.5252709999,224132.335086,1046861,1014980069,108,4,15002,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1056 5th Ave. Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
81,c9abdfbef90824dd5250a3b518a855c1,106 MOTT STREET PARKING CORP,106,MOTT STREET,106 MOTT STREET,NEW YORK,Manhattan,1,10013.0,40.717563,-73.996955,985094.097692,200704.08413099998,1087278,1002047501,102,1,4100,MN24,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,106 Mott Street Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,5,Local
82,26a63d9ba5eeb86bc31d89e95eadabb2,1065 PARK AVENUE GARAGE LLC,111,EAST 87 STREET,111 EAST 87 STREET,NEW YORK,Manhattan,1,10128.0,40.780800579499996,-73.9560194876,996430.17215,223746.612989,1048042,1015160005,108,4,14802,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1065 Park Avenue Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
83,b77a65b62522de9448dbebe351526eb5,107 GARAGE CORP.,107,WEST 13 STREET,107 WEST 13 STREET,NEW YORK,Manhattan,1,10011.0,40.7370946885,-73.9977525728,984872.8217409999,207820.078235,1010654,1006090049,102,3,7100,MN23,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,107 Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,6,Local
89,f3714aa33b185cdfcbd0d168acb55eae,1094 BROOK PARKING CORP.,1094,BROOK AVENUE,1094 BROOK AVENUE,BRONX,Bronx,2,10456.0,40.829423,-73.910296,1009074.9079,241471.129218,0,2023920056,203,16,14300,BX14,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,1094 Brook Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,9.0,42,Local
93,2ff7f1ef3da850a74ccb4551dd93a40e,11 METROTECH CENTER,,,,BROOKLYN,Brooklyn,3,11201.0,40.695225,-73.98449699999999,988548.99254,192566.04538599998,0,3001320023,302,33,1500,BK38,TELECOMMUNICATIONS,TELECOMMUNICATIONS,TELE/COMP FACILITY,0,,City Leased,Public,NYC Department of Information Technology and Telecommunications,NYCDOITT,City,NYC Department of Information Technology and Telecommunications,NYCDOITT,dcp_colp,CORE INFRASTRUCTURE AND TRANSPORTATION,13.0,84,Regional
94,fc56df803ca62aaa377ce155adb117ea,110 EAST 16TH STREET ASSOCIATES LLC,110,EAST 16 STREET,110 EAST 16 STREET,NEW YORK,Manhattan,1,10003.0,40.735412729699995,-73.9886571292,987393.489928,207207.483153,1017816,1008710074,105,2,5000,MN21,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,110 East 16th Street Associates Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,13,Local
96,70a20093131909b7866dc10f4f738d67,110 GARAGE CORP.,110,EAST END AVENUE,110 EAST END AVENUE,NEW YORK,Manhattan,1,10028.0,40.7742429956,-73.9457233729,999283.1071120001,221359.06389299998,1051221,1015810030,108,5,14401,MN32,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,110 Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
100,5508538752bbde90071517d19031a3ec,111 EAST 82 PARTNERS LLC,111,EAST 82 STREET,111 EAST 82 STREET,NEW YORK,Manhattan,1,10028.0,40.777484445700004,-73.9582626845,995809.506233,222538.129588,1047603,1015110006,108,4,14000,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,111 East 82 Partners Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
102,87278eb2d248826edb51947167e60227,111 EIGHTH AVENUE PARKING LLC,111,8 AVENUE,111 8 AVENUE,NEW YORK,Manhattan,1,10011.0,40.7413581856,-74.0032093782,983360.653027,209373.41348800002,1013043,1007390001,104,3,8300,MN13,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,111 Eighth Avenue Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,10,Local
105,ef2f55a677f04a8aedfbdb1f7f7e7820,1114 SIXTH PARKING LLC,1114,AVENUE OF THE AMERICAS,1114 AVENUE OF THE AMERICAS,NEW YORK,Manhattan,1,10036.0,40.7546892012,-73.98267502680001,989049.942114,214230.788944,1034196,1012580009,105,4,9600,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1114 Sixth Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
106,9ed04c0efcf10b5e11b2fcec272d634f,113 EAST 84 PARTNERS LLC,113,EAST 84 STREET,113 EAST 84 STREET,NEW YORK,Manhattan,1,10028.0,40.7787475341,-73.9572995912,996076.0188229999,222998.44382199997,1047670,1015130007,108,4,14801,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,113 East 84 Partners Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
107,86118d3aed53b0101a871973e1400298,1133 6TH AVENUE GARAGE LLC,1133,6 AVENUE,1133 6 AVENUE,NEW YORK,Manhattan,1,10036.0,40.7559688186,-73.9838054117,988736.6790069999,214696.93522,1080824,1009960029,105,4,11900,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1133 6th Avenue Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
109,bdaa1d59d68070d2174727fc37dd1d62,1150 RIVER PARKING CORP,1150,RIVER AVENUE,1150 RIVER AVENUE,BRONX,Bronx,2,10452.0,40.834720000000004,-73.921509,1005970.06604,243398.04175,2129543,2024880001,204,16,19700,BX63,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,1150 River Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,9.0,44,Local
116,66234a187b317c3a0e039f11a6bf0888,116TH-117TH STREET PARKING CORP.,23,WEST 116 STREET,23 WEST 116 STREET,NEW YORK,Manhattan,1,10026.0,40.801584000000005,-73.94743199999999,998803.887404,231320.038642,1089780,1016007503,110,9,19000,MN11,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,116th-117th Street Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,3.0,28,Local
118,4a2496a63000d23b87fc648d85aea007,118 PARKING CORP.,1682,PARK AVENUE,1682 PARK AVENUE,NEW YORK,Manhattan,1,10035.0,40.8008046414,-73.9421407546,1000268.9999899999,231037.01442199998,0,0,111,9,18400,MN34,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,118 Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,5.0,25,Local
119,3f6357da6bf00a73f284b1bc24bb812c,1184 PARKING CORP,1184,RIVER AVENUE,1184 RIVER AVENUE,BRONX,Bronx,2,10452.0,40.834720000000004,-73.921509,1005970.06604,243398.04175,0,2024880001,204,16,19700,BX63,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,1184 Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,9.0,44,Local
125,37a49d82c57bf1024590f44712f5edcf,119 PARKING LOT CORP.,1414,CROMWELL AVENUE,1414 CROMWELL AVENUE,BRONX,Bronx,2,10452.0,40.8414291981,-73.9190450624,1006649.62875,245843.072019,2008298,2028570008,204,16,21900,BX26,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,119 Parking Lot Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,9.0,44,Local
128,2639a84ac49131575f93ce60ba38dde0,12 GARAGE CORP.,12,BEEKMAN PLACE,12 BEEKMAN PLACE,NEW YORK,Manhattan,1,10022.0,40.7532632469,-73.96522923810001,993883.562611,213712.704842,1040084,1013610039,106,4,8603,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,12 Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
137,a9aba6e60d596807549a354c4e12639c,"124 EAST 63RD STREET REALTY CO., LLC",124,EAST 63 STREET,124 EAST 63 STREET,NEW YORK,Manhattan,1,10065.0,40.7647610967,-73.96702509720001,993384.426273,217901.55470900002,1042057,1013970061,108,4,11402,MN40,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,"124 East 63rd Street Realty Co., Llc",Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
138,ed473c3a3131d5c59e26602779a8da90,124 WEST 20TH STREET GARAGE LLC,124,WEST 20 STREET,124 WEST 20 STREET,NEW YORK,Manhattan,1,10011.0,40.7413651518,-73.99553179760001,985488.178122,209375.966796,1014735,1007950056,104,3,8700,MN13,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,124 West 20th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,13,Local
139,22ad6a4230dfbc1a7bbf66b7d7a89325,125 PERRY LLC,125,PERRY STREET,125 PERRY STREET,NEW YORK,Manhattan,1,10014.0,40.7351595628,-74.0072446957,982242.244214,207115.12600999998,1011862,1006330024,102,3,7500,MN23,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,125 Perry Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,6,Local
140,a503dff58998a743a10eedd5a49237b9,125 ST WATERFRONT LLC,69,SAINT CLAIR PLACE,69 SAINT CLAIR PLACE,NEW YORK,Manhattan,1,10027.0,40.8180015319,-73.9609854439,995048.840103,237299.56682600002,1059981,1020040012,109,7,21900,MN06,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,125 St Waterfront Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,5.0,26,Local
146,9dad2d0dba8650f98042ef82842ee245,126 W. 53 ST,126,WEST 53 STREET,126 WEST 53 STREET,NEW YORK,Manhattan,1,10019.0,40.7621797562,-73.9806955836,989597.752088,216959.957344,1023162,1010050049,105,4,13100,MN17,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT MAINTENANCE AND OTHER FACILITY,0,,City Owned,Public,Metropolitan Transportation Authority,MTA,State,Metropolitan Transportation Authority,MTA,dcp_sfpsd,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Regional
147,81783047b019691c02aca7f81433a302,126 WEST 32ND STREET GARAGE LLC,125,WEST 31 STREET,125 WEST 31 STREET,NEW YORK,Manhattan,1,10001.0,40.748723999999996,-73.99014,986981.990819,212057.152527,1087535,1008077501,105,3,10100,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,126 West 32nd Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
148,41322e799420dba056933621923943cc,126TH ST DEPOT,2460,2 AVENUE,2460 2 AVENUE,NEW YORK,Manhattan,1,10035.0,40.8031947185,-73.9315763046,1003193.20917,231909.911394,1054802,1018030001,111,8,24200,MN34,TRANSPORTATION,BUS DEPOTS AND TERMINALS,MTA BUS DEPOT,0,,City Owned,Public,Metropolitan Transportation Authority,MTA,State,Metropolitan Transportation Authority,MTA,dcp_sfpsd,CORE INFRASTRUCTURE AND TRANSPORTATION,5.0,25,Regional
151,e2e33ed18848037587c88bef878bf577,130 EAST 18TH GARAGE CORP.,130,EAST 18 STREET,130 EAST 18 STREET,NEW YORK,Manhattan,1,10003.0,40.7361257196,-73.9867037039,987934.8101700001,207467.32395999998,1017843,1008730019,106,2,5000,MN21,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,130 East 18th Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,13,Local
155,fb9202bf86f7c74508654a9231dda7df,132 EAST 35TH STREET GARAGE LLC,132,EAST 35 STREET,132 EAST 35 STREET,NEW YORK,Manhattan,1,10016.0,40.74688474,-73.9797089052,989872.3747340001,211387.54851300002,1018519,1008900020,106,2,7200,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,132 East 35th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
157,3c5f0926bbd4e2033353ea664e632560,132 WEST 56TH ST. GARAGE CORP.,156,WEST 56 STREET,156 WEST 56 STREET,NEW YORK,Manhattan,1,10019.0,40.764241,-73.979745,989860.911207,217710.99575700003,1076177,1010087503,105,4,13700,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,132 West 56th St. Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
161,08853048e81b695d8af8d50d7479813f,1330 SIXTH PARKING LLC,57,WEST 53 STREET,57 WEST 53 STREET,NEW YORK,Manhattan,1,10019.0,40.7619320003,-73.9784648054,990215.749376,216869.83579699998,1034522,1012690001,105,4,10400,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1330 Sixth Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
165,b25c092b2a5620aafb29a479ad48e22f,1345 LEASEHOLD LLC,1341,6 AVENUE,1341 6 AVENUE,NEW YORK,Manhattan,1,10105.0,40.7629997095,-73.9790534986,990052.57466,217258.79781599998,1083719,1010070029,105,4,13700,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1345 Leasehold Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
167,a091bec10ffea3d92fb1be168748bdcd,135 ST MARINE TRANSFER STATION,,,,,Manhattan,1,,40.822668,-73.959244,995530.063359,238999.94922199997,0,1021010120,109,7,22301,MN06,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE TRANSFER STATION,0,,City Owned,Public,NYC Department of Sanitation,NYCDSNY,City,NYC Department of Sanitation,NYCDSNY,dcp_colp,CORE INFRASTRUCTURE AND TRANSPORTATION,6.0,30,Regional
168,f8bd15f28206cdb067874df0aa87e8c4,1350 SIXTH PARKING LLC,1350,6 AVENUE,1350 6 AVENUE,NEW YORK,Manhattan,1,10019.0,40.7625071815,-73.9777635717,990409.9542040001,217079.44174299997,1034815,1012700071,105,4,10400,MN17,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,1350 Sixth Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
169,f161913aeb992a048bd6d7461720c014,136 EAST 55TH STREET GARAGE LLC,136,EAST 55 STREET,136 EAST 55 STREET,NEW YORK,Manhattan,1,10022.0,40.7592774947,-73.969869023,992597.313459,215903.4147,1036487,1013090050,106,4,10000,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,136 East 55th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
